state,year,sector,sales_mwh,revenue_$,price_per_kwh
CO,2024,industrial,5839189,451516200,0.077325156
CO,2024,industrial,142193,10293000,0.07238753
CO,2024,industrial,80709,15813000,0.1959261
CO,2024,industrial,1297,213000,0.16422513
CO,2024,industrial,40269,5467000,0.135762
CO,2024,industrial,1811226,171766000,0.094834107
CO,2024,industrial,20285,527400,0.025999506999999998
CO,2024,industrial,481136,40223300,0.083600687
CO,2024,industrial,186281,24790000,0.13307852
CO,2024,industrial,175991,13975700,0.079411447
CT,2024,industrial,179941,17288000,0.096075936
CT,2024,industrial,12973,2382100,0.18361982999999998
CT,2024,industrial,120635,25821500,0.2140465
CT,2024,industrial,184750,25015100,0.13539973
CT,2024,industrial,114529,12610100,0.11010399
CT,2024,industrial,39284,6897000,0.17556766
DE,2024,industrial,281006,26276000,0.0935069
DE,2024,industrial,90239,10676100,0.11830916
DE,2024,industrial,250502,30063600,0.12001341
DE,2024,industrial,1076,86000,0.079925651
DE,2024,industrial,4692,873000,0.18606138000000003
DE,2024,industrial,16425,1453700,0.088505327
DE,2024,industrial,164300,21377500,0.1301126
FL,2024,industrial,72824,6903000,0.094790179
FL,2024,industrial,15545,1339000,0.086137022
FL,2024,industrial,64218,6484100,0.10097013
FL,2024,industrial,165753,12669400,0.076435419
FL,2024,industrial,701589,51547000,0.07347179
FL,2024,industrial,8245,1107300,0.13429958
FL,2024,industrial,580635,54207800,0.093359512
FL,2024,industrial,429338,28888500,0.067286148
FL,2024,industrial,3286894,318169200,0.096799349
FL,2024,industrial,212323,27398000,0.12903925
FL,2024,industrial,4837136,388560000,0.080328525
FL,2024,industrial,77249,4625000,0.059871325
FL,2024,industrial,176908,22523000,0.12731476
FL,2024,industrial,110139,15161000,0.13765333
FL,2024,industrial,2690679,213552000,0.079367327
FL,2024,industrial,150994,16633400.000000002,0.11015934
FL,2024,industrial,738,169000,0.22899729000000002
FL,2024,industrial,1033135,92054800,0.089102392
FL,2024,industrial,102096,7948000,0.0778483
FL,2024,industrial,113188,9758000,0.086210552
FL,2024,industrial,2018713,162399700,0.080447146
FL,2024,industrial,139571,10381700,0.074382931
FL,2024,industrial,119487,8701000,0.072819637
FL,2024,industrial,309972,16810600,0.05423264
GA,2024,industrial,595,16100.000000000002,0.027058824000000002
GA,2024,industrial,8400,1234200,0.14692857
GA,2024,industrial,67944,7201100,0.10598581
GA,2024,industrial,274301,20373000,0.074272423
GA,2024,industrial,334806,23748000,0.070930628
GA,2024,industrial,99548,10169300,0.10215474000000001
GA,2024,industrial,238785,21020400,0.088030655
GA,2024,industrial,261013,18542700,0.071041289
GA,2024,industrial,46345,1902000,0.041040026
GA,2024,industrial,163399,12662100,0.077491906
GA,2024,industrial,49294,4209600,0.085397817
GA,2024,industrial,89710,8940400,0.099658901
GA,2024,industrial,197311,15841000,0.080284424
GA,2024,industrial,648,85200,0.13148148
GA,2024,industrial,53538,3554000,0.066382756
GA,2024,industrial,497206,16697300,0.033582258000000004
GA,2024,industrial,35228,2854800,0.081037811
GA,2024,industrial,175213,13704500,0.078216228
GA,2024,industrial,144838,11620100,0.080228255
GA,2024,industrial,318604,34323900,0.10773217
GA,2024,industrial,180387,13997400,0.077596501
GA,2024,industrial,121918,11350200,0.093097
GA,2024,industrial,1160079,63892000,0.05507556
GA,2024,industrial,132718,9381100,0.070684459
GA,2024,industrial,30314,4267000,0.14076004
GA,2024,industrial,193993,15512100,0.079962164
GA,2024,industrial,23654325,1678490600,0.070959142
GA,2024,industrial,4691,769100,0.16395225
GA,2024,industrial,475798,42802300,0.089958974
GA,2024,industrial,10816,1247700,0.11535688000000001
GA,2024,industrial,26200,2519300,0.096156489
GA,2024,industrial,841910,60589100,0.071966243
GA,2024,industrial,106602,9299000,0.087231009
GA,2024,industrial,64220,6279000,0.097773279
GA,2024,industrial,181624,13126000,0.072270185
GA,2024,industrial,73479,5904100,0.080350849
GA,2024,industrial,227268,8384700.000000001,0.036893446999999996
GA,2024,industrial,23288,3614000,0.15518722000000001
GA,2024,industrial,12989,1050000,0.080837632
GA,2024,industrial,284208,14410300,0.050703358
GA,2024,industrial,223443,16723599.999999998,0.074845039
GA,2024,industrial,219312,16211000,0.073917524
GA,2024,industrial,25119,2825000,0.11246467
GA,2024,industrial,31350,3567900,0.11380860999999999
GA,2024,industrial,47313,9561500,0.20209033
GA,2024,industrial,52105,3599400,0.069079743
GA,2024,industrial,145055,9448500,0.065137362
GA,2024,industrial,186394,12588100,0.067534899
HI,2024,industrial,253488,100706000,0.39728113
HI,2024,industrial,2681210,880036400,0.32822360000000006
HI,2024,industrial,160503,59535500,0.37093076
HI,2024,industrial,366644,141409500,0.38568612
IA,2024,industrial,283550,19476300,0.068687357
IA,2024,industrial,51780,5506000,0.10633449
IA,2024,industrial,637771,40733900,0.063869163
IA,2024,industrial,213587,18578300,0.086982354
IA,2024,industrial,65608,4760000,0.072552128
IA,2024,industrial,145193,11868200,0.081740855
IA,2024,industrial,14770,1124300,0.076120515
IA,2024,industrial,13518,1462000,0.10815208999999999
IA,2024,industrial,101506,6599000,0.065010935
IA,2024,industrial,36964,3100000,0.083865383
IA,2024,industrial,204507,15165500,0.074156386
IA,2024,industrial,98,15000,0.15306122
IA,2024,industrial,239067,16048900,0.06713139
IA,2024,industrial,6072390,497215000,0.081881269
IA,2024,industrial,302707,23016600,0.076035903
IA,2024,industrial,159962,14648000,0.091571748
IA,2024,industrial,10918,982400,0.08997985
IA,2024,industrial,93804,7476000,0.079698094
IA,2024,industrial,16992820,1027827700,0.060485999
IA,2024,industrial,238479,16823000,0.070542899
IA,2024,industrial,6420,555100,0.086464174
IA,2024,industrial,275987,23838700,0.08637617
ID,2024,industrial,1127955,62626000,0.055521719000000004
ID,2024,industrial,59060,3420800,0.057920759
ID,2024,industrial,5343487,435328700,0.081469029
ID,2024,industrial,9,2100,0.23333333
ID,2024,industrial,27592,2100200,0.076116266
ID,2024,industrial,48369,2395000,0.049515184999999996
ID,2024,industrial,30506,1703000,0.055825084
ID,2024,industrial,2349648,194829400,0.082918548
ID,2024,industrial,151702,7971000,0.052543803
ID,2024,industrial,42779,2485000,0.058089249
ID,2024,industrial,190500,10447000,0.054839895
IL,2024,industrial,582773,27709500,0.047547673
IL,2024,industrial,184363,17254000,0.093587108
IL,2024,industrial,155527,11973000,0.076983418
IL,2024,industrial,89472,9547700,0.1067116
IL,2024,industrial,116965,11246000,0.09614842
IL,2024,industrial,189472,19276000,0.10173534999999999
IL,2024,industrial,35779,4120000,0.11515135000000001
IL,2024,industrial,1608690,118395100,0.073597213
IL,2024,industrial,71364,5266000,0.073790707
IL,2024,industrial,19230,2456000,0.12771711
IL,2024,industrial,78850,8831000,0.11199746
IL,2024,industrial,40486,7958700,0.19657906
IL,2024,industrial,583844,30217100,0.051755434999999995
IL,2024,industrial,22680,3872000,0.17072310000000002
IL,2024,industrial,23621,3595000,0.15219507999999998
IL,2024,industrial,312532,32758000,0.10481486999999999
IL,2024,industrial,48112,5181000,0.10768623
IL,2024,industrial,85641,9406400,0.10983523999999999
IL,2024,industrial,332808,34575000,0.10388873
IL,2024,industrial,67331,7811300,0.11601343
IL,2024,industrial,113794,11058200,0.097177356
IL,2024,industrial,161705,14442100,0.0893114
IN,2024,industrial,6041240,615907200,0.10195045999999999
IN,2024,industrial,2639245,159579900,0.060464224
IN,2024,industrial,225890,21346200,0.094498207
IN,2024,industrial,113424,9743000,0.085898928
IN,2024,industrial,282496,24779100,0.08771487
IN,2024,industrial,256272,44960000,0.1754386
IN,2024,industrial,204465,17706000,0.086596728
IN,2024,industrial,231024,20866000,0.09031962
IN,2024,industrial,155681,16478000,0.10584464
IN,2024,industrial,98194,11042500,0.11245595
IN,2024,industrial,142004,14944200,0.10523787999999999
IN,2024,industrial,240286,18109000,0.075364357
IN,2024,industrial,68191,7734000,0.11341673000000001
IN,2024,industrial,526028,51493300,0.097890797
IN,2024,industrial,50276,5546000,0.11031107999999999
IN,2024,industrial,250829,27581300,0.10996057000000001
IN,2024,industrial,251524,20633000,0.082031933
IN,2024,industrial,200436,17903000,0.089320282
IN,2024,industrial,102774,10675000,0.10386867999999999
IN,2024,industrial,9197328,724778000,0.078803105
IN,2024,industrial,61322,7020000,0.11447768
IN,2024,industrial,239060,21479000,0.089847737
IN,2024,industrial,66334,5749100,0.086668978
IN,2024,industrial,6532162,551230300,0.084387114
IN,2024,industrial,43890,4609000,0.10501253
IN,2024,industrial,47550,3584600,0.07538591
IN,2024,industrial,96748,7619300,0.078754083
IN,2024,industrial,24748,2750700,0.11114838
IN,2024,industrial,260404,27723800,0.10646457
IN,2024,industrial,23383,2940000,0.12573237
IN,2024,industrial,50327,5438100,0.10805532
IN,2024,industrial,1160541,52811000,0.045505501
IN,2024,industrial,7984846,500011700,0.062620081
IN,2024,industrial,32670,5312100,0.16259871
IN,2024,industrial,185616,15849000,0.085385958
IN,2024,industrial,82227,9171000,0.11153271000000001
IN,2024,industrial,84169,7245500,0.086082762
IN,2024,industrial,2233775,191142000,0.085569048
IN,2024,industrial,290286,22573000,0.077761242
IN,2024,industrial,100771,8789000,0.087217553
IN,2024,industrial,40758,4051900,0.099413612
IN,2024,industrial,277437,28797200,0.10379726
IN,2024,industrial,49751,4286000,0.086149022
KS,2024,industrial,12621,1121000,0.08882022
KS,2024,industrial,84042,7062200,0.084031794
KS,2024,industrial,193791,14515000,0.074900279
KS,2024,industrial,687658,41416200,0.060227904
KS,2024,industrial,134771,13072000,0.09699416
KS,2024,industrial,507713,49823000,0.098132212
KS,2024,industrial,953740,49126000,0.051508797
KS,2024,industrial,86312,6348000,0.073547131
KS,2024,industrial,63055,6039600,0.095783047
KS,2024,industrial,1869300,170020900,0.090954314
KS,2024,industrial,3416549,260844900,0.076347478
KS,2024,industrial,241033,23731600,0.098457888
KS,2024,industrial,22544,2040000,0.090489709
KS,2024,industrial,837215,65123900,0.077786351
KS,2024,industrial,577679,34343000,0.059449971000000004
KS,2024,industrial,273417,20861600,0.076299572
KS,2024,industrial,484602,27687000,0.057133483
KS,2024,industrial,383,68000,0.17754569
KS,2024,industrial,467106,32183000,0.068898708
KS,2024,industrial,430,1100,0.00255814
KS,2024,industrial,11558,1541000,0.13332757
KS,2024,industrial,80382,8667000,0.10782265
KY,2024,industrial,16422,1582000,0.096334186
KY,2024,industrial,360852,26937000,0.074648332
KY,2024,industrial,15345,1263000,0.08230694
KY,2024,industrial,42680,3034800,0.071105904
KY,2024,industrial,108410,7663000,0.070685361
KY,2024,industrial,174757,14613000,0.083618968
KY,2024,industrial,117986,6842000,0.057989930999999995
KY,2024,industrial,16980,1490000,0.087750294
KY,2024,industrial,9528,735000,0.077141058
KY,2024,industrial,146284,8533000,0.058331738
KY,2024,industrial,11126,1117000,0.10039547
KY,2024,industrial,41987,2709000,0.06451997
KY,2024,industrial,296228,27326100,0.09224685
KY,2024,industrial,27805,3407700,0.12255709
KY,2024,industrial,35725,3216000,0.090020994
KY,2024,industrial,13891,1195000,0.086026924
KY,2024,industrial,82738,7742000,0.093572482
KY,2024,industrial,720270,70765300,0.098248296
KY,2024,industrial,93053,8969000,0.096385931
KY,2024,industrial,566455,36410000,0.064276951
KY,2024,industrial,12593,740000,0.058762805
KY,2024,industrial,28163,2311000,0.082058019
KY,2024,industrial,289919,23102500,0.07968605
KY,2024,industrial,173229,12989000,0.074981672
KY,2024,industrial,189286,15325100,0.08096267
KY,2024,industrial,43136,5034100,0.11670299
KY,2024,industrial,4473950,221866000,0.049590630000000004
KY,2024,industrial,2016139,167645000,0.083151509
KY,2024,industrial,6125648,435621600,0.07111437
KY,2024,industrial,11175,987000,0.088322148
KY,2024,industrial,2379447,178818000,0.075151075
KY,2024,industrial,64076,6570000,0.10253448999999999
KY,2024,industrial,527878,21733200,0.041170877
KY,2024,industrial,131740,8879000,0.067397905
KY,2024,industrial,1835475,111628000,0.060816955000000006
KY,2024,industrial,368318,25287000,0.068655347
KY,2024,industrial,223716,18662100,0.083418709
KY,2024,industrial,136815,11488000,0.083967401
KY,2024,industrial,359034,34780000,0.096871048
KY,2024,industrial,118953,6532000,0.054912444000000005
KY,2024,industrial,3937347,161223700,0.040947293
KY,2024,industrial,65125,4673000,0.071754319
KY,2024,industrial,918438,64725000,0.070472912
KY,2024,industrial,248852,9810000,0.039421021
LA,2024,industrial,704923,52235000,0.074100292
LA,2024,industrial,5167,479800,0.092858525
LA,2024,industrial,74927,3437100,0.045872649
LA,2024,industrial,25146,1299000,0.051658315
LA,2024,industrial,221528,24600200,0.11104781
LA,2024,industrial,2274844,177175000,0.077884462
LA,2024,industrial,9665,1710400,0.17696843999999998
LA,2024,industrial,282790,29496000,0.10430355000000001
LA,2024,industrial,34520048,1781614900,0.051611019999999994
LA,2024,industrial,395547,29612200,0.074863923
LA,2024,industrial,62890,6186000,0.09836222
LA,2024,industrial,12710,2472000,0.19449253
LA,2024,industrial,26588,2016500,0.075842485
LA,2024,industrial,42368,4789000,0.11303342000000001
LA,2024,industrial,52306,6840000,0.13076894
LA,2024,industrial,253487,24458600,0.096488577
LA,2024,industrial,1161708,98847700,0.085088249
LA,2024,industrial,442573,24906000,0.056275462000000005
LA,2024,industrial,1949,297900,0.15284761
MA,2024,industrial,121566,17334700,0.14259497
MA,2024,industrial,46317,5370000,0.11594015
MA,2024,industrial,124942,19512300,0.15617086
MA,2024,industrial,244352,39206700,0.16045173
MA,2024,industrial,192022,36670000,0.1909677
MA,2024,industrial,121574,21601000,0.17767779
MA,2024,industrial,86673,20703100,0.23886447
MA,2024,industrial,61989,15711000,0.25344819
MA,2024,industrial,25,7600,0.304
MA,2024,industrial,18339,2774000,0.15126234
MA,2024,industrial,163111,21753700,0.13336746
MA,2024,industrial,68689,10337200,0.15049279999999998
MA,2024,industrial,112087,15052100,0.13428943999999998
MA,2024,industrial,118663,17313800,0.14590731999999998
MA,2024,industrial,43896,5972500,0.13606023
MA,2024,industrial,65305,9793400,0.14996402
MA,2024,industrial,96656,11705000,0.12109956999999999
MA,2024,industrial,42493,6148400,0.14469207
MD,2024,industrial,131159,19509200,0.14874465
MD,2024,industrial,122803,13602000,0.11076277
MD,2024,industrial,1651,256600.00000000003,0.15542096
MD,2024,industrial,6725,1309500,0.19472119
MD,2024,industrial,67177,4575400,0.068109621
MD,2024,industrial,267,60600,0.22696629000000001
MD,2024,industrial,70569,9150700,0.12967025
ME,2024,industrial,78155,15916000,0.2036466
ME,2024,industrial,13908,1841300,0.13239143
ME,2024,industrial,22583,2328300,0.10309968
ME,2024,industrial,4514,557700,0.12354896
ME,2024,industrial,38146,6059400,0.15884759
MI,2024,industrial,31953,4014900,0.12565017
MI,2024,industrial,109161,7916100,0.072517657
MI,2024,industrial,9458,1188900,0.12570311
MI,2024,industrial,53589,6305800,0.11766966999999999
MI,2024,industrial,98639,11486400,0.11644887000000001
MI,2024,industrial,626843,47715000,0.076119539
MI,2024,industrial,502945,67691000,0.13458926999999998
MI,2024,industrial,119701,12594800,0.10521884
MI,2024,industrial,131746,10541000,0.080010019
MI,2024,industrial,337768,26869500,0.079550165
MI,2024,industrial,155658,13725300,0.088176001
MI,2024,industrial,389221,35346400,0.090813188
MI,2024,industrial,8543269,718552900,0.084107489
MI,2024,industrial,8554762,714756900,0.083550764
MI,2024,industrial,528391,50799400,0.09613979
MI,2024,industrial,537045,62424000,0.11623607
MI,2024,industrial,30745,2267000,0.073735567
MI,2024,industrial,32156,3995000,0.12423809000000001
MI,2024,industrial,97385,10200700,0.10474610999999999
MI,2024,industrial,1454941,87396400,0.06006869
MI,2024,industrial,277964,25166000,0.090536904
MI,2024,industrial,122927,10296300,0.083759467
MN,2024,industrial,6203291,555452300,0.089541551
MN,2024,industrial,105823,9562000,0.090358429
MN,2024,industrial,79159,7500000,0.094746018
MN,2024,industrial,70,19000,0.27142857
MN,2024,industrial,168628,15171000,0.089967265
MN,2024,industrial,101516,12314000,0.12130108
MN,2024,industrial,123984,11605000,0.093600787
MN,2024,industrial,124897,16147900,0.12928973
MN,2024,industrial,184109,21712000,0.11793013999999999
MN,2024,industrial,376076,23237700,0.061789904
MN,2024,industrial,199268,17386800,0.087253347
MN,2024,industrial,236195,24581000,0.10407079
MN,2024,industrial,110098,8579600,0.077926938
MN,2024,industrial,183925,14463100,0.078635857
MN,2024,industrial,108624,10786200,0.099298498
MN,2024,industrial,5853,911000,0.15564667999999998
MN,2024,industrial,111872,9302500,0.083153068
MN,2024,industrial,274396,20625000,0.07516509
MN,2024,industrial,161038,14015000,0.087029148
MN,2024,industrial,27476,2791200,0.10158684
MN,2024,industrial,109141,8644000,0.079200301
MN,2024,industrial,141366,12879200,0.091105358
MN,2024,industrial,105722,8417600,0.079620136
MN,2024,industrial,13372,1912700,0.14303769
MN,2024,industrial,32052,2643300,0.082469113
MN,2024,industrial,69687,5430200,0.077922712
MN,2024,industrial,33606,4019000,0.11959174
MN,2024,industrial,79080,6461800,0.08171219
MN,2024,industrial,6838715,666241200,0.097421986
MN,2024,industrial,1209723,65278500,0.053961527
MN,2024,industrial,52974,5700600,0.10761127999999999
MN,2024,industrial,90802,11687200,0.12871082
MN,2024,industrial,14291,1558000,0.10901966
MN,2024,industrial,273774,34037000,0.12432517000000001
MN,2024,industrial,48973,4778800,0.097580299
MN,2024,industrial,100573,6626000,0.065882493
MN,2024,industrial,50919,4983900,0.097878984
MN,2024,industrial,160761,15331900,0.095370768
MN,2024,industrial,10833,987700,0.091175113
MN,2024,industrial,94111,8620000,0.091593969
MN,2024,industrial,47318,4828100,0.10203517
MO,2024,industrial,20851,1504000,0.072130833
MO,2024,industrial,42439,4296000,0.10122764000000001
MO,2024,industrial,113698,8177700,0.071924748
MO,2024,industrial,1286811,80790300,0.062783346
MO,2024,industrial,447202,35592800,0.079589984
MO,2024,industrial,139595,13494000,0.096665353
MO,2024,industrial,270015,26415000,0.097827898
MO,2024,industrial,79100,6399800,0.080907712
MO,2024,industrial,118666,10804000,0.091045455
MO,2024,industrial,59664,6366000,0.10669751
MO,2024,industrial,5835,956000,0.1638389
MO,2024,industrial,85081,7937000,0.093287573
MO,2024,industrial,118112,12858400,0.10886616
MO,2024,industrial,56466,3971000,0.070325506
MO,2024,industrial,145779,11779000,0.08080039
MO,2024,industrial,114137,7237000,0.063406257
MO,2024,industrial,11275,1009000,0.089490022
MO,2024,industrial,84733,8496000,0.10026790000000001
MO,2024,industrial,3301,245400,0.074341109
MO,2024,industrial,236182,19109900,0.080911754
MO,2024,industrial,949398,91307500,0.096174102
MO,2024,industrial,1467831,108174400,0.073696768
MO,2024,industrial,1390662,95662900,0.068789469
MO,2024,industrial,76136,5379700,0.070659084
MO,2024,industrial,39743,3214000,0.080869587
MO,2024,industrial,46483,4415200,0.094985263
MO,2024,industrial,45130,3100000,0.06869045
MO,2024,industrial,22638,2307000,0.10190830000000001
MO,2024,industrial,84431,6047800,0.071630088
MO,2024,industrial,127614,8584000,0.067265347
MO,2024,industrial,49514,3475000,0.070182171
MO,2024,industrial,25177,2240000,0.088970092
MO,2024,industrial,11147,948100,0.085054275
MO,2024,industrial,44888,6016500,0.13403359
MO,2024,industrial,91488,6726900,0.073527676
MO,2024,industrial,26377,2560500,0.097073208
MO,2024,industrial,4094258,311205800,0.076010305
MO,2024,industrial,56878,5391000,0.094781814
MS,2024,industrial,192010,13497000,0.070293214
MS,2024,industrial,259874,15258000,0.058713069
MS,2024,industrial,191348,13292000,0.069465058
MS,2024,industrial,127260,7185000,0.056459217
MS,2024,industrial,35349,3039000,0.085971315
MS,2024,industrial,37207,2236000,0.060096218
MS,2024,industrial,5463,564000,0.10323998
MS,2024,industrial,1214,257000,0.21169687
MS,2024,industrial,101378,6433000,0.063455582
MS,2024,industrial,5372,548000,0.10201041999999999
MS,2024,industrial,25901,1891000,0.073008764
MS,2024,industrial,126285,7522000,0.059563685
MS,2024,industrial,28137,1844000,0.065536482
MS,2024,industrial,39697,3006000,0.075723606
MS,2024,industrial,239498,16642000,0.06948701
MS,2024,industrial,261741,36156700,0.13813923
MS,2024,industrial,91800,8661600,0.094352941
MS,2024,industrial,2357445,195193900,0.08279892
MS,2024,industrial,35885,3027900,0.084377874
MS,2024,industrial,46851,3189000,0.06806685
MS,2024,industrial,133423,11344000,0.085022822
MS,2024,industrial,4735309,334964000,0.070737517
MS,2024,industrial,22187,2440000,0.10997431
MS,2024,industrial,59614,4679000,0.078488275
MS,2024,industrial,208810,14560000,0.069728461
MS,2024,industrial,123663,12376100,0.10007925000000001
MS,2024,industrial,52042,3909000,0.075112409
MS,2024,industrial,70502,6198000,0.0879124
MS,2024,industrial,78433,7570800,0.096525697
MS,2024,industrial,639465,59628600,0.093247637
MS,2024,industrial,110243,10637000,0.096486852
MS,2024,industrial,59845,5328000,0.089029994
MS,2024,industrial,4390621,192528300,0.043849901999999996
MS,2024,industrial,79355,7176000,0.090429084
MS,2024,industrial,193632,10039000,0.051845769
MS,2024,industrial,212246,16673000,0.078555073
MS,2024,industrial,403996,27942400,0.069165041
MT,2024,industrial,159470,10185900,0.063873456
MT,2024,industrial,4227,616000,0.14572983
