state,year,sector,sales_mwh,revenue_$,price_per_kwh
WI,2024,industrial,5088387,455118000,0.089442489
WI,2024,industrial,3810867,274041000,0.071910408
WI,2024,industrial,48336,4324000,0.089457133
WV,2024,industrial,3883180,340280000,0.087629211
WV,2024,industrial,5567182,428976700,0.077054549
WV,2024,industrial,986928,73423300,0.074395802
WV,2024,industrial,4213488,301447000,0.071543339
WY,2024,industrial,115609,10528100,0.091066439
WY,2024,industrial,168031,14609200,0.086943481
WY,2024,industrial,688988,56291000,0.081700988
WY,2024,industrial,197290,20705200,0.10494805
WY,2024,industrial,32626,1725000,0.052871943000000005
WY,2024,industrial,1799,184000,0.10227904
WY,2024,industrial,6289091,485288900,0.0771636
WY,2024,industrial,957873,68804800,0.071830817
WY,2024,industrial,9671,29600,0.003060697
AK,2024,industrial,111952,28414600,
AL,2024,industrial,382274,33218400,
AR,2024,industrial,152125,19574300,
AZ,2024,industrial,640519,52467400,
CA,2024,industrial,296971,55454800,
CO,2024,industrial,111538,15560800,
CT,2024,industrial,19944,3282600,
DE,2024,industrial,145064,18293400,
FL,2024,industrial,39979,5612100,
GA,2024,industrial,823016,81974600,
IA,2024,industrial,1485177,124312500,
ID,2024,industrial,202009,13209900,
IL,2024,industrial,485568,53697100,
IN,2024,industrial,1242808,129243400,
KS,2024,industrial,609380,62841200,
KY,2024,industrial,299063,26461700,
LA,2024,industrial,148908,13766600,
MA,2024,industrial,419916,71533100,
MD,2024,industrial,41494,3868800,
ME,2024,industrial,13264,1967100,
MI,2024,industrial,474244,50217400,
MN,2024,industrial,1501638,148848800,
MO,2024,industrial,865211,85403100,
MS,2024,industrial,136145,17216900,
MT,2024,industrial,414262,41165700,
NC,2024,industrial,331410,31812000,
ND,2024,industrial,57564,6614700,
NE,2024,industrial,1618853,171683000,
NH,2024,industrial,62859,9507100,
NJ,2024,industrial,17639,2565400,
NM,2024,industrial,95480,12154600,
NV,2024,industrial,130287,10962400,
NY,2024,industrial,590877,31249400,
OH,2024,industrial,1477374,147838000,
OK,2024,industrial,438508,35803400,
OR,2024,industrial,445177,32544600,
PA,2024,industrial,261686,32746200,
SC,2024,industrial,127252,15578000,
SD,2024,industrial,402604,33983800,
TX,2024,industrial,489788,44151600,
UT,2024,industrial,300883,26627100,
VA,2024,industrial,179697,19925800,
VT,2024,industrial,91103,15397200,
WA,2024,industrial,136963,11764100,
WI,2024,industrial,876637,82683100,
WV,2024,industrial,204,18700,
WY,2024,industrial,513220,55917400,
,2024,industrial,,,
